"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57"
0,0,0.393866666666667,-6.19365669862759e-16,0.44,0.0711,0,0,0,0.88,0,0,0,0,0,0.44,0,0,1.8765,0,0,-6.38794572793699e-16,0,0,-3.43058914609173e-16,0,0,-6.38378239159465e-16,0,0,-5.77871084317394e-16,0,0,0,-5.38458166943201e-17,0,0,0,0,0,0.00689999999999995,0,0,0,0.325325,0.44,-3.69929781252054e-17,0.00599999999999989,0,0,0,0.95325,0,0,1.841,10,186
0.09,0.49,0.59,0,0.39,0.19,0,0,0.09,0.39,0.018,1.57,0.19,0,0,0,0.09,0,3.74,0.09,1.1017,0,0,0.09,0,0,0,0,0,0,0,0,0,-5.01612640313454e-16,0,0,0,-8.37871438896798e-18,0,0,0,-2.10109707410311e-16,0.00619999999999996,0,0,0.327,0,0,0.765,0.037,0,5.828,1.1817025,0.00742,5.79253,61.7,768
0.36,0.29,0.4861,0,0.2946,0.58,0.07,0.14,0.3795,0.7928,0.14,1.39,0.4605,1.1,0.14,0.14,0.3328,0,2.35,0,1.25,0.2156,0.58,0.29,-4.13002965160558e-16,0,0,0,0,0,0,0,0,0,0.0382,0,0,0,0,0,0,-2.39946951197112e-16,0.07,0,0,0,0,0,0,0.08373,0.01029,0.319,0.266,0.279,4.689,145,1163
0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0.0239,0,0,0.0734,0,0,0.24,0,0,0.48,0,-4.48252546192407e-17,0,0,0,0,0,-1.96804378349569e-17,0,0.01248,0.186,0,0,0,0.00670999999999998,2.823,38,240
0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.0249999999999999,0,2.4,0,1.82445,0,0,0,-3.8746783559418e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189999999999988,0,0,0,0,0,0,0,-5.03503488902268e-17,0,0,0.03884,0,0.145,0.291,0,2.5,14.63,45
0.17,0.22,0.62,0,0.321,0.22,0.1239,0.11,0.3068,0.39,0.1693,1.02,0.45,0.05,0.05,0,0,0.39,2.9505,0.0835,1.438,0,0.56,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.23848717340047e-16,0.00929999999999996,0,0,0,0.000299999999999986,0,0.01,0.2,0,0.441,0.421,0.04,4.945,116,1449
0,0,0,0,0,0,0.00439999999999999,0,0,0,0,0,0,2.32,0,0,0.0634999999999998,0,0.9223,0,0,0,0,0.0319999999999999,0.9877,0,0,2.32,0,0,0,-3.56381590904675e-16,0.0706,0,0,0,0,0,0,0,0,0,0,1.16,0.4841,1.16,0,0.0604,0,0.325865,0.00907,0.06346,0,0.02286,2.65174,14.88,61
0.1271,0.26,0.78,0,0.26,0.43,0.08,1.12,0.43,1.47,0.2488,0.69,0.17,0.08,0.69,0.86,0.6,0,1.82,0.6,1.39,0.1319,0.08,0.26,0,0.0116999999999998,0,0,0,-1.21708199074533e-16,-3.65818486613989e-16,0,0.08,0,0,0,0.0879,0,0,0,-7.1956329783518e-17,0,0,0,0.26,0.0776,0,0,0.097,0.222,0,0.42265,0.25,0.06695,3.138,54,929
0,0,0,0,0,0,0,0,0,0.1417,1.23,0,0.1232,0,0,2.46,0,0,2.8684,0,1.8836,0,0,0,0,0,0,-5.92303983637521e-16,0,0,0,-5.85503867611692e-16,0,0,-6.93889390390723e-17,0,0,0,0,0,-9.93649607039515e-17,0,0,0,0,0,0,0,0,0,0,0.232,0.465,0.01333,2.687,31.57,43
0,0,0.455866666666667,-4.83224571468099e-16,0.6,0,0,0,0,0,0,0,0.6,0,0,0.3145,0,0.1492,0,0.0198999999999999,0.8922,0,0.6,0,0.0330999999999997,0,0,0.000999999999999487,0,0,0,0,0,0,-6.34214902817121e-17,0.00369999999999996,0,0,0,0.0198,0,0,0,0,0,0.044,-2.169271706709e-17,0,0,0,0,0.412,0.206,0.103,2.3,20,237
0,0,0.1619,-5.42760281163623e-16,0.2515,0,0.00729999999999999,0,0,0.1981,0,0,0,1.8,0,0,0.6,0.0793,1.2,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0.0216,0,0,0,0,0.6,0,0.1402,0,0,0,0.299,0.00239,0,0,0.199,3.12994583333333,28,106
0,0,0,-6.82787160144471e-16,0,0,0,0.0165999999999999,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0.00639999999999992,0,0,0,0.48,0,0,0.00449999999999972,0,0,0,0,0.21,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0.185,-3.78169717762944e-18,0,0,0,2.755985,28.35,241
0,0,0,0.1973,0,0.27,0,0.1248,0.82,0.1203,0,0.6887,0,0.1146,0,0,0,0,0,0,0,0,0,0,0,0,0.0603999999999996,0.54,0,0,0,0.00309999999999962,0,0,0,0.54,0.1208,0,0.1691,0,0,0,0.0123,0,0.108,0,0,0,0.037,0.226,0,0.037,0,0.01851,2.666,33,327.613333333333
0.1999,0.68,0,0,4.08,0,0.68,0,0,0.6164,1.36,1.36,0,0,0,0.5546,0.78,0.68,2.72,0,2.04,0.2231,0,0,0,0,0,0,0.09,0.0145999999999999,0,0,0,0.00589999999999951,0.00539999999999995,0,0,0.1562,0.0291,0,0.000199999999999941,0,0.0193,0,0,0,0,0,0,0,0,0,0.11,0,6.588,68,296.455
0,0.68,0,0,4.08,0.1382,0.68,0,0,0.68,1.36,1.36,0,0,0,0,0.68,0.68,2.72,0,1.36,0,0.0879,0,0,0,0.0267999999999993,0,0,0.0173999999999998,0,-6.27414786791292e-16,0,0,0,0,0,0,0,0,-8.68055627378794e-17,0,0,0,0,0,0,0,0,0,0,0,0.111,0,6.588,104.093333333333,245.93
0.0848,0,0.7,0,2.83,0,0,0,0,0,0,0,0.0582,0,0.0134,0.254,0,0.7,3.54,-9.07607322631065e-17,2.12,0,0,0,0,0.0170999999999998,0,0,0,0,0,0,0,-6.37961905525231e-16,0,0,0,0,0.00439999999999989,0,0,0,0.00859999999999989,0.1339,0,0,0,0,0,0,0,0.11,0,0,1.083,3,26
0.2,0.41,0.2,0,1.44,0,0,0.41,0.41,0.62,0,1.86,0.2,0.2,0.0533,0.5127,0.45735,0.3693,2.745,1.03,2.48,0,0,0,0,0.0100999999999998,0,0,0,0,0,0,0.00549999999999991,0,0,0,0,0,0.00579999999999997,0.055,-8.27810042736132e-17,0,0,0,0,0,0,0.000899999999999863,0.03376,0.249,0,0.996,0.106,0.07362,7.836,116,384
0,0,0,0,0,0,0,0,0,0,0,0.3711,1.44,0,0,1.44,0,0,5.79,0,1.44,0.0165999999999995,1.44,0.163,-3.43058914609173e-16,0,0,-6.69464483848969e-16,0,0,0,0,0,0.00119999999999936,0,0,0,0,0,0,0,0.0116999999999997,0,0,0,0,0,0,0.00108999999999997,0,0,0.543,0.271,0,2.157,20.27,41
0.1291,0.28,0,0,1.4,0,0.28,0.0717,0,0.56,0.1666,0.5903,0,0,0,0.4457,0,0,1.68,0,1.96,0.0895999999999999,0,0,0,0,0,0,0,0,0,0,0.0714,0,0,0,0,0.28,0,0,0,0,0,0.28,0.28,0,0,0,0,0.14898,0.068,0.034,0.06867,0,5.635,114,460.99
0,0,0.3619,0,0.554533333333333,0,1.03,0.0389999999999999,0,0,0,2.06,0,0,0,2.06,0,0,3.09,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.22183382803109e-16,0,0,0.1069,0,0,0,0,0,-1.346145417358e-17,0.494975,0,0,4,60,84
0,0.323,0,0,0,0,0,0,2.48,0,0,0,0,0,0,0.1492,0,0,0.49,0,0.8069,0.2355,0,0.49,0,0,0,0,0,0,-3.71785935371349e-16,0,0,0,0,0,0.1063,0,0,0,0.0199999999999999,0,0,0.0118,0,0,0,0,0.02187,0.177,0.01047,0,0.10606,0.088,10.159,114,519.524166666667
0.4,0.48,0.37,0,0.1798,0.14,0.03,0.07,0.55,0.66,0.29,0.89,0.4825,1.04,0.0411999999999999,0.26,0.37,0.07,3.16,0,1.41,0,0.48,0.4934,0,0,0,0,0,0,0,0,0.03,0,0,0,0.00969999999999995,0.03,0,0,-7.95891130778159e-17,0,0,0,0.07,0.00459999999999999,0,0,0,0.082,0.00316,0.433,0.529,0.114,6.482,140,2379
0,0.0747,0,0,0,0,0,0,0,3.57,0,1.78,0,0.0205999999999998,0,0,0,0,1.78,0,1.0053,0,0.00799999999999962,0,0.00689999999999969,0,0,0,0,0,0,0,0,0,0,0,0,-2.07819872422021e-17,0,0,0,0,0,0,0,0,0,0,0.252,0,0,0.757,0,0,2.96756,13,79
0,0.0532999999999999,0,0,0.64,0,0.178266666666667,0,0.0448,0,0,0.64,0,-2.37587727269784e-16,0,0,0,0,5.8,-9.5062846483529e-17,0.64,0,0,0,0,0,0,-6.8361982741294e-16,0,0,0,0,0.0117999999999997,0,0,0,0,0,0,0,0,0,0,0.0334,0.2091,0,0,0,0,0,0,0.37478,0.0277333333333333,0,2.34211,21,115
0,0,0,0,0,0,0.1656,0,0.0268,3.7,0,0.2214,0,0,0.0188999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.43790576404513e-16,0,-7.58143547940904e-16,0,0,0,0,0,0,0,0,0,0.0039,0,0,-3.69582836556859e-17,0,0.03298,0,0,0.785,0,0,4.333,19.2366666666667,78
0.0502,0,0,0,0.65,0,0.356866666666667,0,0,0,0,0,0.1761,-2.22807883254461e-16,0,0,0,0,5.22,0,0.65,0,0,0,0,0,0,0,0,0,-6.07569550226117e-16,0,0,-7.56686380221083e-16,0,0,0,0,0,0,0,0,0,0,0.1698,0,0,0,0,0.04808,0,0.479695,0.01417,0.00845999999999996,2.48766,21,113
0.1,0.1222,0.71,0,0.61,0.3,0.4,0.1,1.3931,0.81,0.1,0.5,0,0,0,0.1,0,1.11,2.23,0.5,2.03,0,0.0119,0.3,0,0,0,0,0,0,0,0,0,0,0.1,0,0.0133999999999999,0.000399999999999994,0.1,0,0,0,0,0,0,0,-2.11029110852579e-17,0,0,0,0.264,1.01,0.397,0.033135,3.199,56,1043
0.15,0,0.3,0.00569999999999968,1.23,0.61,0,0.5673,0,0.15,0.0785,0.5737,0,0,0.15,0.3,1.54,2.32,1.85,0,1.08,0,0,0.3,0,0,0,0,0,0,0,-4.28129753871076e-16,0,0.00539999999999947,0,0,0,0,0,0.46,0,0,0,0,0.1454,0,0,0.00259999999999987,0.01433,0.128,0,0.595667142857143,0.025,0,1.377,25.8,186
0,0,0,-5.6024629380147e-16,0,0.0138,0,0,0,3.7,0,0.2564,0,0,0,1.85,0,0,1.85,0,0,0,0,0.0313,0.0229999999999998,0.0231999999999998,0,0,0,0,0,0,0,0,0,0,0.0567999999999999,0,0,0,0,0,0.00109999999999993,6e-04,0,0,0,0,0.0566733333333333,0,0,1.55,0,0,4.555,13,82
0.1361,0.1909,0,0,0.65,0,0.65,0,0,0.3812,0,0,0,0,0,0.65,0.1792,0,5.88,0.0367999999999999,0.65,0,0.0695999999999999,0,0.00569999999999963,0,0,-6.71129818385907e-16,0,-1.34059430223488e-16,0,0,0,0,0,0,0.0217999999999998,0,0,0.0331,0.0351,0,0,0.0128,0.65,0,-3.18321757841744e-17,0,0,0,0,1.765,0,0,3.025,21,118
0,0.1276,0,0,0,0.2581,1.43,0,0.0894,0.47,0,0.95,0.47,0,0,0.5727,0,0,2.87,0,0.47,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.0167,0,0,0,0.00579999999999996,0,0,0,0,0,0,-3.02969455079349e-17,0,0,0,0,0.694,0,0,7.709,164,239
0.19,0.19,0.29,-3.52495810318487e-17,1.07,0.19,0.19,0.888799999999999,0.87,0.58,0.09,1.07,0.19,0.87,0.09,0,0.2313,1.17,3.81,0.68,1.75,0,0.09,0.29,0,0.00209999999999982,0,0,-1.15324416682938e-16,-2.06779038336435e-16,0,0,0,0,0,0,0,0,0.0651999999999999,0.09,0,0,0,0,0,0,0,0,0,0,0.202,0.404,0.22811,0.031,4.32,74.4,961.945
0.1494,0,0,0.4273,0.1026,0.2603,0,0,0.0335,0,0,0,1.44,0,0,0.5809,0,0,5.79,0,1.31946666666667,0,1.44,0,0,0,0,0,0.00349999999999985,0,0,0,0,0,-5.74540415243518e-17,0.00739999999999996,0,0,0.0467999999999999,0,0,0,0,0,0,0,0,0,0,0.04643,0,0.542,0.203485,0,2.47839,11,41
0.2863,0,2.43,0,0.4257,0,0,0,0.1397,0,0,0,0,0,0,2.43,0,4.87,2.43,0,2.43,0,0.1746,0.1709,0,0,0,0,0.0071999999999999,0.0872999999999999,0,0,0,0,0,0,0,0.00479999999999999,0.0994,0,0,0.1073,0,0,0,0,-2.15452655716319e-17,0,0.02934,0,0,0.896,0,0.08901,5.538,58,72
0,0,1.14,0,0,0,1.14,0.0190999999999999,0,0,0,0,0,-1.73680514414798e-16,0,0,0,0,2.6577,0,2.29,0,0,0,0,0,0.166,0,0,0,0,0,0.0112999999999998,0,-6.92501611609941e-17,0,-2.38420394538252e-16,0,0,0,0,0,0.00859999999999987,0,0,0,0,0,0,0.197,0,0.37117,0,0.00448999999999994,1.227,6,27
0,1.63,0,0,0.81,0,1.63,0,0,0,0.1801,0.7353,0,0,0.81,0,0,0.81,1.63,0.1528,2.45,0.1537,0,0,0,0,0.0798999999999996,0.0795999999999999,0,0,0.0137999999999997,0,0,0,0.0504,0,0.1711,0,0.0242,0,0,0,0,0,0,0,0.00719999999999997,0,0.05867,0,0.01331,0,0.2157,0,4.5432,11,56
0,0,0,0.4773,0.8019,0,2.3,0,0,0,0.76,0.5256,0,0,0,0.7712,0,0.76,3.07,0,2.3,0,0.0896999999999999,0,0,0,0.0101999999999989,0,-1.87905246917808e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097,0,0,0.00039999999999997,0,0,0,0.00090999999999999,0.518,0,0,11.312,142,181
0,0,1.06,0,0,0.1106,1.06,0,0,0,0,1.06,0.0497,0,0.00809999999999993,0,0,0,2.12,0,1.2399,0,0,0,0,0,0,0,0.0236999999999999,0,0,-6.18602391533329e-16,0,0,0,0,0,0,0,0,0,0.0351999999999998,0.00519999999999991,0,0,0,0,0,0,0,0.00138999999999999,0,0,0.04639,4.70711,78,108
0,0,1.03,0,1.03,0,0,0.0181999999999999,0.00159999999999998,0,0,0,0,0.00259999999999981,0,0,0.1147,0.0772,4.12,0,0,-6.93473056756488e-16,0.00599999999999968,0.00339999999999994,0.0203999999999997,0,0,0,0,0,0,0,0,0,-7.14706072102445e-17,0,0,0,0,0,0,0.0873999999999999,0,0,0,0.1033,0,0,0,0,0,1.149,0,0,1.461,3,55.05
0.27,0.0645,0.83,0,1.11,1.11,0.27,0.3441,0,0,0,0.83,0,0.0196999999999999,0.0427,0.83,1.11,0.27,3.0136,0,1.9191,0.00549999999999986,0.55,0,0,0,0,0,0.00839999999999983,0,-5.2652326942848e-16,0,0,0,0,0.0109,0.0102999999999999,0,0,0,0,-2.42444953002519e-16,-6.82093270754081e-17,0,0,0,0,0,0,0.10764,0,0.58092,0,0.01341,2.512,17,196
0,0,0,0,0.0523999999999997,-8.99280649946377e-17,0,0,0,3.92,0,0,0,0,0,0,0,0,1.82495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.32907051820075e-17,0,0.0112999999999997,0,0,0,0,-5.1755474905768e-17,0,0,0,0,0,0,0,1.55,3,31
0,0,0.1042,0,0,0,0,0,0,0,0,0,0.0367999999999999,0,-9.95731275210687e-17,0.0793999999999999,0,0,0,0,0,0,0,0.0222,0.0221999999999998,0,0,-3.3806291099836e-16,0,0.0223999999999998,0,0,0,0,0,0,0,-1.45369827286856e-17,0.0214,0.00459999999999996,0,0,-1.23581700428588e-16,0.003,0,0.0923,0,0,0,0.375,0.00273,0.225,0.05895,0,4.906,39,171.33
0,0,0,0.04,0.2225,0,0,0,0,0,0,0.5905,0,0,0.1221,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558999999999999,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,1.024,9.752,0.003,1.42685,1.785,1.998,239.571,9989,10062
0.1098,0.1,0.7009,0,0.61,0.3,0.4,0.1,1.42,0.81,0.1,0.5907,0.0113,0,0,0.1,0,1.11,2.23,0.5,2.0123,0,0,0.3,0,0,0,0,0,0,0,0,0,-4.40134040324835e-16,0.1,0,0,0,0.0919999999999998,0,0,0,0,0,0,0,0,0,0,0.0154,0.264,0.938445,0.396,0.033,3.186,56,1042
0.311,0,1.63,0,0.54,0,0.1581,0,0.2182,1.09,0.2289,2.18,0.1287,1.09,0,0,0,0.218,2.4754,0,2.73,0,0.3952,0,0,0.0258999999999997,0,-6.00353100566053e-16,0,0,0,-4.86694018420053e-16,0,0,0,0.00879999999999998,0,0,0,0,0,0,0,0,0.0375,0,0,0,0.00593999999999999,0.1098325,0,1.466,0.258,0.086,31.388,392,565
0,1.2,0.4,0,0.4,0,0.8,0.082,0,0,0,0.6583,0.4,0,0,0.8,0.346,1.2,3.1336,0,1.61,0,0,1.61,-3.79696274421804e-16,0,0,0,0,0,-5.08343367400244e-16,0,0,0,0.012,0,0.0070999999999998,0,0.018,0,0,0,0,0,0.4,0,0,0,0.01141,0.069,0,0.552,0.207,0.138,5.41632,69,153
0.0803,0.44,0,0,1.33,0.22,0.4376,0,0,0.22,0.44,0.588266666666667,0.22,0,0,1.11,0,1.11,2.66,0.1065,1.77,0,0,0,0,0,0,0,0,0,-5.35682609381638e-16,-5.26662047306559e-16,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0.0231,0,0,0.00384999999999997,0.134,0,0.30576,0.094985,0,3.273176,22,183
0.1255,0,1,0.00169999999999988,0.6305,0.46,0.07,0.23,0.1854,0,0.3,0.6284,0.1662,0,0.07,1.39,0.15,0.85,2.24,0.1086,1.7818,0,0,0.2519,0,0,0,0.0125999999999996,0,0,0,-4.26880752968373e-16,0,0,0,0,0,0,0.0318,0.15,0,0,0,0,0.1594,0.015,0,0,0.024,0.183,0,0,0.183,0,4.43434,70.67,597.99
0.3053,0.5,0,0.0310999999999999,0,0.1043,0.2535,0,2.5,0,0,0.4932,0,0,0,0,0,0,0.5,0,1,0,0,0.5,0.0794999999999997,0.0743999999999998,0,0.000499999999999437,0,-2.00395255944841e-16,0,0,0,-6.16867668057353e-16,0.0214,0,0,0,0,0,0,0,0,0,0.086,0,0,0,0,0.178,0,0.24492,0.267,0.089,10.372,114,446
0.1431,0.76,0.19,0,0.19,0.19,0.19,0,0.95,0.38,0.19,0.57,0,0,2.86,0.561,0,3.43,1.71,0,2.09,0.5333,3.62,0,0,0,0,0,0,0,0.0069999999999997,0,0,0,0,0,0,0,0.0831,0.38,0,0,0,0.0074,0,0,0,0,0,0.151,0.303,0.212,0.303,0,12.93331,280.69,742
0,0.37,0,0,0,0.74,1.12,0,0,0,0.2143,1.49,0.74,-6.02295990859147e-17,0,0.37,0,1.49,4.49,0.1246,1.4766,0,0,0.74,0,0,0,0,-1.00613961606655e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868,0,0,0,0.00741999999999997,0,0,0.223,0.223,0,2.021,28.925,159.75
0.2789,0,0,0,0,0.356,0,11.11,0,0,0,0,0,0.203,0,0,0,0,0,0,11.11,0,0,0.362,0,0.1564,2.8676,0,0,0,0.00859999999999985,0,0,0,-5.00988139862102e-17,0,0,0.0846,0,0,0,0,0,0,5.55,0,0,0.1469,0.02086,0,0,0,0,0,1,7.83,4
0.17,0.2835,1.21,0,0.43,0.6,0.3293,0.26,0.69,0.52,0.26,1.3,0.17,0,0.6,0.69,0.08,1.47,2.43,0.17,1.04,0,0.7389,0.17,0,0,0,0,-1.29340982368831e-16,-1.94982918699793e-16,0,0,0,-4.29101199017623e-16,0.00479999999999993,0,0,0,0,0.0814,0,0,0.00149999999999996,0,0.08,0,0,0,0.00456999999999999,0.107,0.00482,0.256,0.21257,0.02237,6.142,583,1339.17
0.96,0,0.48,2.0685,0.3908,0.431,0,0.3437,0.48,0,0.2497,0,0.3429,0,1.44,0.48,0.48,1.224,0,0,0.96,0,0,0.48,0,0,0,0,0,0,0,0.0192999999999998,0.48,0,0.1712,0,0,0.0696,0,0,0,0.1887,0,0,0.2095,0.48,0,0,0,0.818,0.02713,0.175,0.467,0.116,9.56,259,717
0,0,0.2657,0,0.67,0.078,2.01,0.1656,0,0,0,0,0,0,0,0,0.3887,0.327,1.34,0.0539,2.01,0,0,0,0,0,0,0,0.000499999999999836,0,0,-5.71626079803877e-16,0,0.00679999999999927,-6.48092690624935e-17,0,0,0,0,0.0163,0,0.00249999999999981,0,0,0,-1.72084568816899e-17,0,0,0,0,-8.95117313604032e-18,0.305,0,0.00909999999999998,4.16308,41.33,93
0.09,0.49,0.59,0,0.351,0.19,0.0506,0,0.09,0.39,0,1.58,0.19,0,0,0,0.0821,0,3.6354,0.09,1.09,0,0,0.1117,0,0,0,0,0,0,0,0,0.00569999999999984,0,0.00889999999999994,-2.55351295663786e-17,0.00739999999999997,0,-3.05311331771918e-17,0,0,0.0104999999999998,0,0,0,-1.72084568816899e-17,0,0,0.55313,0.08273,0,5.831,1.1538425,0,6,67.57,756
0.0965,0,0,0,0.68,0,0.3861,0,0,0,0,0.3147,0,0,0.053,0,0.2721,2.04,1.36,0.68,2.04,0,0,0.1262,0.00739999999999974,0,0,0,0,0.00929999999999978,-6.17561557447743e-16,0,0,0,0,0,0,0,0.0106999999999999,0,0,0,0,0,0,0.0159,0,-1.19140808330087e-16,0,0,0,0.309,0,0,2.111,14,129.773333333333
0,0,0.37,0,0,0,0.37,0,0.0563,0,0,0.4057,0,0,0,0.74,0.37,0.37,0.74,0.37,0.37,0,0,0,0,0,0,0,0,0,0,-5.91818261064248e-16,0,0,0,0,0,0,0,0.00689999999999995,0,0,0,0,0,0,0.37,0,0,0.302,0,0.241,0.06,0,4.95665,18,274.16
0.16,0.2876,1.23,-6.7168492989822e-17,0.41,0.57,0.49,0.32,0.65,0.49,0.2186,1.0299,0.16,0,0.65,0.9,0.1797,1.56,2.38,0.16,1.07,0,0.9,0.16,0,0,0,0,0,0,-4.622691118783e-16,-4.47003545289704e-16,0,0,0,0,0,0,0,0.08,-7.38298311375729e-17,0,0.00589999999999997,0,0.08,0,0.00369999999999999,0,0,0.114,0.00261,0.241,0.228,0.012,6.544,551.29,1466
0,0,0.2757,0,0,0,0,0,0.0484,0.1589,0,0,0,0,0.00239999999999993,0.3691,0,0,5.43,0.0190999999999999,1.27985,0.00269999999999978,0,0,0,0,0,-7.07212066686225e-16,0,0,0,0,0,-6.93958779329762e-16,0,0,0,0,0,0,0,0,-1.33087985076941e-16,0,0.1496,0.0872,0,0,0,0.02328,0,0.51447,0.0398466666666666,0,5.21,38.8,99
0.36358,0.96,0.8264,5.1409,1.0339,0,0.8999,0,0.48,1.92,0.48,0.96,0.4637,0,1.92,1.3169,0,1.3238,0.96,0,0.96,0,4.32,0.48,0,0,0.7316,0,0.2535,0.2036,0,0,0,0,0.48,0.2122,0.559,0,0,0.3622,0,0.3008,0.2421,0,0.582475,0.48,0,0,0,0.42066,0.14392,0.760760000000001,0.728619999999999,0.47538,25.964,305,727
0,0.2288,1.1,0,0.73,0.73,0.73,0.09,0.800599999999999,0.4238,0.27,0.64,0.2655,0,1.47,0.09,0,1.2,1.38,0.183,0.8816,0,0.5596,0.18,0,0,0.0151999999999989,0,0,0,0,0,0,0,0.00119999999999994,0,0,0,0,0,0,0,0.18,0.000800000000000001,0.09,0.0735999999999999,0,-7.8687056870308e-17,0,0.0962300000000001,0,0.43,0.134,0.013,8.445,696,1478
0,0,0,-4.22301082991794e-16,0.4,0.4,0.4,0.4,0,0,0.4,0.3787,0,0,0,0.4,0.1505,0,3.17064166666667,0,2,0,0.0432999999999999,0.4,0,0,0,0,0,0,0,-5.95842819528514e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269999999999991,0.124,0,0,2.260155,12,97
0,0,0,0,0,0.0242999999999999,0,0.0113999999999999,0,0,0,0.84,0,0,0,0.0543999999999999,0,0.1362,2.094675,0,1.68,0,0,0,0,0,0.0594999999999995,0,0,0,0.0119999999999996,0.00389999999999944,0,0,0,0.84,0,0,0,-4.27435864480685e-17,0,0,0,0,0,0,0,0,0,0.139,0,0,0.00294999999999988,0,1.54710333333333,6,30
0,0,0.3754,0,0.3218,0.1452,0.0138,0.85,0.0192,0,0,0.85,0,0.0463999999999998,0,0.1356,0,0.2227,2.56,0,1.07115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.0090999999999999,0,0.0519999999999999,0,0.00369999999999998,0,0,0,0,0,0.0188,0,0,0.144,0.00254,0,0.02667,0,1.333,6,28
0.1928,0.21,0.43,0,0.65,0.1698,0.21,0.21,0.87,0.65,0.43,0.87,0.1149,0,0,0.43,0,0.3316,3.71,0,1.09,0.65,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,-4.27435864480685e-17,0,0,0.0286999999999998,0,0,0.21,0,0,0,0,0.032,0,0.40549,0.128,0.06829,8.08,70,501
0,0,0,0,0.524,0,0,0,0,0,0,0.72454,0,0.0284999999999999,-5.96744875736022e-17,0.64,0,1.29,2.58,0.0128999999999999,1.114,0,0,0,0.0625999999999997,0,0.0159999999999992,0,0,0,-5.17919040987636e-16,-4.97449303971109e-16,0,0,0,0.0134,0,0,0.64,0,0.00679999999999996,0,0.0475,0,0,0,-3.42174205636425e-17,0,0,0.224,0,2.354,0,0,2.09,20.6542857142857,125.426666666667
0,0.397466666666667,0,0,0,0.2778,2,0,0,0.5,0.5,0.5,0,0.0236999999999999,0,0.8206,0,1.5,3,0,1.5,0,0.5,0.168,0,0,0,0,0,0,-4.7045700668491e-16,-5.36237720893951e-16,0,0,0,0,0.0212999999999999,0,0,0,-8.02830024682066e-17,0,0,3e-04,0,0,0,0,0,0.267,0.01086,0.445,0.979,0,4.685,28,164
0.27,0.27,0.55,0,0.27,0.27,0,1.37,0.27,0.82,0.27,0.55,0,0,0,0,1.3324,0.55,1.65,2.2,3.03,0,0,0.0842,0,0,0,0,0.00499999999999986,0,0,-4.14043799246144e-16,0,0,0,0,0,-9.64506252643105e-18,0,0.27,0,0,0.00119999999999994,0,0,0,0,-1.07136521876328e-16,0.00799999999999998,0.28,0,1.029,0.093,0,3.621,63,344
0.87,0.2852,0.52,0,0.3668,0.32,0,0.04,0.29,0.6963,0.39,1.37,0.87,1.69,0.063,0.5081,0.54,0.22,3.47,0.29,1.32,0,0.34,0.84,0,0.0827999999999999,0.0192999999999994,0,0.00809999999999992,0,0,0,0,0,0.00299999999999997,0,0,0.0236,0,0,0,0.1285,0.0304,0.02,0.07,0,0.04,0.024,0.016,0.058,0,0.639,0.165,0.2411,3.697,117,3498
0,0.78,2.34,0,0.78,0,1.56,0,0.1549,0,0,1.56,0,0,0,0,0,0.78,7.03,0,2.34,0,0,0,0,0,0,0.0108999999999997,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4167,0,0.000899999999999974,0,0,0,0,1.363,0,0.02045,1.348,30.89,147
0.71,0.1808,0.3082,0,1.79,0,0,0,0.0513,0.35,0,1.43,0,0,0.00719999999999997,0.35,0,0,3.94,0.0522,1.43,0,0.0304999999999999,0,0,0,0.0218999999999992,0,0,0,0,0,0,0,0,0,0.0183999999999998,0,0,0.00479999999999996,0,0,0,0.0084,0,0,0,0,0,0.061,0,0,0,0,8.086,153,186
